,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
10,369.off,./reduced-normalized-psb-db/Vase/369.off,Vase,1.756776255595493,-0.15881233501393405,0.38965766706708577,214.9715047156217,1.0548193329217013,3.210657645801176,0.101,0.18,0.1985,0.1715,0.14,0.0995,0.0615,0.029,0.0155,0.0035,0.0,0.417,0.538,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0595,0.1925,0.2655,0.3165,0.1295,0.036,0.0005,0.0,0.0,0.0,0.0225,0.1435,0.257,0.3455,0.192,0.0395,0.0,0.0,0.0,0.0,0.209,0.57,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,365.off,./reduced-normalized-psb-db/Vase/365.off,Vase,2.6519604489624617,0.31975580410965315,0.6906836582542504,182.41655744246887,1.068065235665813,1.9846947133359207,0.069,0.194,0.221,0.1965,0.1615,0.079,0.055,0.014,0.008,0.002,0.0,0.026,0.869,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.114,0.1975,0.263,0.2725,0.115,0.0,0.0,0.0,0.0,0.009,0.0705,0.1635,0.2575,0.293,0.178,0.0285,0.0,0.0,0.0,0.1105,0.437,0.3795,0.073,0.0,0.0,0.0,0.0,0.0,0.0
12,56.off,./reduced-normalized-psb-db/Glasses/56.off,Glasses,0.8460418018301906,-0.0101861496141383,0.30322315989394216,5836.538610833457,1.2349951109999628,15.729469913995864,0.19,0.169,0.1405,0.13,0.128,0.0905,0.059,0.043,0.0335,0.0165,0.0,0.335,0.479,0.132,0.054,0.0,0.0,0.0,0.0,0.0,0.1145,0.1955,0.175,0.1685,0.2005,0.1325,0.0135,0.0,0.0,0.0,0.0795,0.2245,0.2195,0.189,0.1635,0.0845,0.0335,0.0055,0.0005,0.0,0.4085,0.4695,0.121,0.001,0.0,0.0,0.0,0.0,0.0,0.0
13,49.off,./reduced-normalized-psb-db/Glasses/49.off,Glasses,0.26911333320533515,-0.002714523117054034,0.07627896623254879,2644.9566422282405,1.000651086567197,37.90576123667601,0.238,0.248,0.11,0.0485,0.038,0.046,0.0885,0.1195,0.0525,0.011,0.33,0.368,0.186,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.26,0.2185,0.1445,0.0885,0.0255,0.0,0.0,0.0,0.0,0.234,0.4005,0.231,0.089,0.0415,0.004,0.0,0.0,0.0,0.0,0.7625,0.2355,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.off,./reduced-normalized-psb-db/Bird/242.off,Bird,0.8566472135338201,0.023727443868941038,0.25393739743782395,1116.6166782081114,1.012161259833787,5.028514120123542,0.1465,0.201,0.181,0.143,0.104,0.0785,0.061,0.0525,0.024,0.0085,0.221,0.515,0.243,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.1585,0.3255,0.296,0.187,0.03,0.003,0.0,0.0,0.0,0.0,0.0855,0.388,0.34,0.1305,0.0485,0.0075,0.0,0.0,0.0,0.0,0.56,0.415,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,249.off,./reduced-normalized-psb-db/Bird/249.off,Bird,0.35828888920316926,0.0059080843264616685,0.08046229157465615,1317.669977878135,1.0011760673144627,30.401559703699075,0.202,0.217,0.1295,0.121,0.0805,0.0645,0.0585,0.052,0.052,0.023,0.489,0.365,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.373,0.2495,0.0705,0.026,0.002,0.0,0.0,0.0,0.0,0.249,0.4915,0.233,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.9105,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,396.off,./reduced-normalized-psb-db/FourLeg/396.off,FourLeg,0.8464116386048381,0.028198952488316303,0.14631860535103788,762.5686165040871,1.12956008991181,16.302517607813538,0.144,0.2115,0.176,0.131,0.1015,0.0865,0.063,0.052,0.025,0.0095,0.197,0.544,0.255,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.3475,0.302,0.157,0.0485,0.008,0.0,0.0,0.0,0.0,0.0685,0.3665,0.3955,0.137,0.031,0.0015,0.0,0.0,0.0,0.0,0.56,0.4385,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,400.off,./reduced-normalized-psb-db/FourLeg/400.off,FourLeg,0.7253357086323736,0.021443919803145826,0.15430104887078383,829.8676340041757,1.039899718634868,17.743489462016363,0.1725,0.215,0.151,0.1175,0.0855,0.0895,0.0765,0.0525,0.0295,0.0105,0.23,0.47,0.293,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.3275,0.2775,0.1555,0.0635,0.016,0.0,0.0,0.0,0.0,0.0925,0.38,0.3775,0.1225,0.027,0.0005,0.0,0.0,0.0,0.0,0.6085,0.389,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,157.off,./reduced-normalized-psb-db/Table/157.off,Table,1.8751540644025937,0.04685378048035064,0.39177061186699547,3003.45818386108,1.012574626790002,8.75915671362227,0.15,0.1885,0.184,0.138,0.121,0.0795,0.057,0.0425,0.027,0.0125,0.087,0.251,0.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705,0.204,0.2815,0.2435,0.1665,0.034,0.0,0.0,0.0,0.0,0.0345,0.2105,0.2995,0.2605,0.144,0.047,0.004,0.0,0.0,0.0,0.395,0.517,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,148.off,./reduced-normalized-psb-db/Table/148.off,Table,1.9398388719059583,-0.04174446378988157,0.2978692211510989,4188.892349952902,1.0029229596799953,13.085915740583623,0.136,0.2035,0.183,0.1305,0.115,0.0845,0.0585,0.0445,0.0315,0.013,0.098,0.232,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.222,0.256,0.2255,0.178,0.0475,0.0,0.0,0.0,0.0,0.0265,0.19,0.286,0.2635,0.1655,0.066,0.0025,0.0,0.0,0.0,0.3575,0.5535,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,80.off,./reduced-normalized-psb-db/Airplane/80.off,Airplane,0.7851110527103136,0.015688534819529608,0.23019981549799093,1966.2036690536274,1.069905730627861,24.47673775844585,0.1725,0.1755,0.1695,0.1425,0.089,0.081,0.0615,0.0505,0.038,0.02,0.155,0.494,0.334,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.1365,0.266,0.309,0.2145,0.0685,0.0055,0.0,0.0,0.0,0.0,0.082,0.333,0.313,0.2035,0.0615,0.007,0.0,0.0,0.0,0.0,0.637,0.356,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,66.off,./reduced-normalized-psb-db/Airplane/66.off,Airplane,0.7429419553419627,-0.012570142842252385,0.12532466212824736,2595.2800462460877,1.0095167118631962,61.89051656480599,0.199,0.2005,0.154,0.1115,0.102,0.071,0.055,0.048,0.0395,0.0195,0.216,0.477,0.294,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.1655,0.2775,0.333,0.164,0.054,0.006,0.0,0.0,0.0,0.0,0.1255,0.391,0.2935,0.1435,0.0425,0.0035,0.0005,0.0,0.0,0.0,0.8105,0.1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,134.off,./reduced-normalized-psb-db/Octopus/134.off,Octopus,1.1167357514384246,0.030467192444172626,0.45270961615612976,1500.3286009345366,1.0781274650140942,2.1958800819887045,0.0955,0.1875,0.2155,0.157,0.136,0.089,0.057,0.032,0.0235,0.007,0.159,0.526,0.281,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.2805,0.3805,0.192,0.051,0.012,0.0,0.0,0.0,0.0,0.0355,0.2295,0.4065,0.247,0.0725,0.009,0.0,0.0,0.0,0.0,0.3435,0.5645,0.09,0.002,0.0,0.0,0.0,0.0,0.0,0.0
23,128.off,./reduced-normalized-psb-db/Octopus/128.off,Octopus,0.5218561065014672,0.009278563806054508,0.20288520802154827,1650.7860566933996,1.0045255070515868,9.344845542321925,0.1375,0.2055,0.1865,0.144,0.1,0.078,0.0645,0.0455,0.027,0.0115,0.385,0.415,0.189,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.409,0.289,0.107,0.029,0.004,0.0,0.0,0.0,0.0,0.115,0.401,0.362,0.103,0.018,0.001,0.0,0.0,0.0,0.0,0.629,0.369,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,309.off,./reduced-normalized-psb-db/Bust/309.off,Bust,1.9529605710747726,-0.15959366734965919,0.3848136219543535,292.4483103766441,1.0079719499221,2.222241449723868,0.082,0.19,0.1965,0.182,0.163,0.1005,0.056,0.0225,0.006,0.0015,0.0,0.516,0.481,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0795,0.22,0.3305,0.31,0.0565,0.0035,0.0,0.0,0.0,0.0,0.0305,0.1745,0.301,0.368,0.1225,0.0035,0.0,0.0,0.0,0.0,0.2275,0.6135,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,306.off,./reduced-normalized-psb-db/Bust/306.off,Bust,1.6610694025752357,0.12995251216627868,0.3774514228284081,271.3900846588295,1.0498699948756842,3.9178799530187662,0.103,0.205,0.191,0.17,0.1265,0.096,0.058,0.0315,0.0125,0.0065,0.048,0.398,0.518,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.205,0.372,0.2135,0.117,0.0265,0.0,0.0,0.0,0.0,0.0245,0.164,0.33,0.308,0.159,0.0135,0.001,0.0,0.0,0.0,0.222,0.6365,0.14,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
26,355.off,./reduced-normalized-psb-db/Bearing/355.off,Bearing,0.4097177967305734,0.0120735030793089,0.01535869092609812,471.83254290059864,1.0049307656423785,41.39310004867407,0.314,0.174,0.087,0.0585,0.0525,0.0545,0.0645,0.0705,0.081,0.0435,0.323,0.398,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035,0.2755,0.1985,0.1475,0.0625,0.0125,0.0,0.0,0.0,0.0,0.2045,0.596,0.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,349.off,./reduced-normalized-psb-db/Bearing/349.off,Bearing,0.4764355874234389,0.015781285843367705,0.02323872097784522,434.2379830188156,1.0052621620207147,20.024725380852484,0.227,0.2295,0.1295,0.0735,0.069,0.0725,0.064,0.0575,0.0565,0.021,0.415,0.436,0.133,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.3915,0.173,0.0895,0.0275,0.0045,0.0,0.0,0.0,0.0,0.2055,0.627,0.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,336.off,./reduced-normalized-psb-db/Mech/336.off,Mech,1.8743669067713356,-0.17014953321780296,0.2930306730971856,227.45856748132596,1.1064319273316194,1.5353512742966122,0.0685,0.1735,0.206,0.2,0.174,0.0935,0.043,0.0295,0.01,0.002,0.0,0.464,0.504,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.1675,0.3105,0.3635,0.0875,0.0195,0.0,0.0,0.0,0.0,0.021,0.1175,0.2625,0.355,0.221,0.0225,0.0005,0.0,0.0,0.0,0.149,0.5735,0.275,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
29,329.off,./reduced-normalized-psb-db/Mech/329.off,Mech,3.5567162541642108,-0.42836209632610617,0.5285733185316762,245.2028922007003,1.2983447217783843,1.43401902906612,0.074,0.19,0.221,0.2015,0.152,0.096,0.039,0.016,0.009,0.0015,0.0,0.0,0.691,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0905,0.165,0.2255,0.3075,0.1585,0.023,0.0,0.0,0.0,0.0105,0.0485,0.131,0.199,0.277,0.231,0.098,0.005,0.0,0.0,0.0795,0.3575,0.421,0.1405,0.0015,0.0,0.0,0.0,0.0,0.0
30,20.off,./reduced-normalized-psb-db/Human/20.off,Human,0.5779872107911617,-0.011793926791448105,0.0852513320102873,1388.1545827841842,1.0126271789225265,59.59419612288261,0.233,0.1925,0.1355,0.0905,0.0825,0.079,0.061,0.0545,0.047,0.0245,0.222,0.536,0.228,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.349,0.252,0.1495,0.05,0.0165,0.0,0.0,0.0,0.0,0.1475,0.4465,0.3175,0.085,0.0035,0.0,0.0,0.0,0.0,0.0,0.833,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,13.off,./reduced-normalized-psb-db/Human/13.off,Human,0.7221169283123865,0.022893001275279996,0.1159460024749144,718.4840201554413,1.0109556399734287,23.89856126217293,0.1835,0.2235,0.166,0.0965,0.0705,0.0705,0.0735,0.065,0.0415,0.0095,0.273,0.5,0.218,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.3845,0.275,0.109,0.047,0.0075,0.0,0.0,0.0,0.0,0.1065,0.4615,0.353,0.0755,0.0035,0.0,0.0,0.0,0.0,0.0,0.6945,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,240.off,./reduced-normalized-psb-db/Fish/240.off,Fish,0.7051987368395367,-0.027482336341371316,0.14898097266984653,464.3305691487685,1.0130073544878322,15.061584799290213,0.169,0.2115,0.172,0.1125,0.092,0.081,0.0635,0.0545,0.033,0.011,0.269,0.501,0.186,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.1535,0.3905,0.2655,0.123,0.053,0.0145,0.0,0.0,0.0,0.0,0.088,0.4385,0.3905,0.077,0.006,0.0,0.0,0.0,0.0,0.0,0.6245,0.3735,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,229.off,./reduced-normalized-psb-db/Fish/229.off,Fish,0.5759654264291039,0.02277435897253984,0.10217308500899902,368.3807439925713,1.0207045985177556,14.050468096249105,0.1785,0.2205,0.149,0.107,0.082,0.0755,0.0655,0.0615,0.0475,0.013,0.325,0.454,0.211,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.41,0.2505,0.124,0.0475,0.01,0.0,0.0,0.0,0.0,0.0965,0.4915,0.361,0.05,0.001,0.0,0.0,0.0,0.0,0.0,0.7075,0.292,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,281.off,./reduced-normalized-psb-db/Armadillo/281.off,Armadillo,1.1177439511348692,0.04021576547917694,0.2763737279940501,863.4442577894756,1.0539790027248506,3.9360565551688653,0.1255,0.193,0.1925,0.1505,0.115,0.089,0.0515,0.047,0.0315,0.0045,0.168,0.546,0.261,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.331,0.3335,0.1795,0.0425,0.003,0.0,0.0,0.0,0.0,0.058,0.3235,0.378,0.184,0.0485,0.0075,0.0005,0.0,0.0,0.0,0.425,0.5425,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,300.off,./reduced-normalized-psb-db/Armadillo/300.off,Armadillo,1.0966738221689192,0.0394551471411866,0.3822187172755656,847.2763731399766,1.118395117748549,2.4683733778993586,0.126,0.188,0.194,0.1575,0.115,0.076,0.0635,0.046,0.024,0.01,0.154,0.495,0.287,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.257,0.299,0.249,0.07,0.0115,0.0,0.0,0.0,0.0,0.0575,0.287,0.3265,0.225,0.082,0.02,0.002,0.0,0.0,0.0,0.3815,0.517,0.098,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
36,180.off,./reduced-normalized-psb-db/Teddy/180.off,Teddy,1.0925589025247664,-0.05853762315642959,0.20641331450787861,380.59616812879005,1.0512790419192084,11.466535017353157,0.146,0.2075,0.176,0.138,0.0975,0.0785,0.07,0.0525,0.026,0.008,0.069,0.589,0.33,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.1045,0.3115,0.316,0.1725,0.0725,0.023,0.0,0.0,0.0,0.0,0.0415,0.2605,0.4155,0.245,0.0355,0.002,0.0,0.0,0.0,0.0,0.3825,0.609,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,167.off,./reduced-normalized-psb-db/Teddy/167.off,Teddy,1.3715463204104659,0.08117577503395518,0.3183351446945967,391.5421763577289,1.0930530884972545,4.687831671449732,0.1085,0.214,0.2005,0.1645,0.126,0.079,0.0505,0.0355,0.0165,0.005,0.038,0.52,0.409,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.2315,0.3375,0.23,0.0895,0.0235,0.0,0.0,0.0,0.0,0.031,0.209,0.383,0.2785,0.087,0.0115,0.0,0.0,0.0,0.0,0.294,0.63,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
