,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
10,369.off,./reduced-normalized-psb-db/Vase/369.off,Vase,0.6094742788218104,0.29055505483817534,0.644602756883541,0.3789723590124702,0.48931920004715435,0.39778042863749463,0.101,0.18,0.1985,0.1715,0.14,0.0995,0.0615,0.029,0.0155,0.0035,0.0,0.417,0.538,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0595,0.1925,0.2655,0.3165,0.1295,0.036,0.0005,0.0,0.0,0.0,0.0225,0.1435,0.257,0.3455,0.192,0.0395,0.0,0.0,0.0,0.0,0.209,0.57,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,365.off,./reduced-normalized-psb-db/Vase/365.off,Vase,0.7757460782032426,0.9406430605163829,0.9358130078379694,0.37607737530477814,0.517178459316127,0.38901626605185885,0.069,0.194,0.221,0.1965,0.1615,0.079,0.055,0.014,0.008,0.002,0.0,0.026,0.869,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.114,0.1975,0.263,0.2725,0.115,0.0,0.0,0.0,0.0,0.009,0.0705,0.1635,0.2575,0.293,0.178,0.0285,0.0,0.0,0.0,0.1105,0.437,0.3795,0.073,0.0,0.0,0.0,0.0,0.0,0.0
12,56.off,./reduced-normalized-psb-db/Glasses/56.off,Glasses,0.4403141690832035,0.4924491897779884,0.5609866730173357,0.8788762614012073,0.8682713796335995,0.48727490126146145,0.19,0.169,0.1405,0.13,0.128,0.0905,0.059,0.043,0.0335,0.0165,0.0,0.335,0.479,0.132,0.054,0.0,0.0,0.0,0.0,0.0,0.1145,0.1955,0.175,0.1685,0.2005,0.1325,0.0135,0.0,0.0,0.0,0.0795,0.2245,0.2195,0.189,0.1635,0.0845,0.0335,0.0055,0.0005,0.0,0.4085,0.4695,0.121,0.001,0.0,0.0,0.0,0.0,0.0,0.0
13,49.off,./reduced-normalized-psb-db/Glasses/49.off,Glasses,0.33315529015815415,0.5025986635343422,0.34144258870704147,0.5950614014553138,0.37539059521827056,0.6458087504925846,0.238,0.248,0.11,0.0485,0.038,0.046,0.0885,0.1195,0.0525,0.011,0.33,0.368,0.186,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.26,0.2185,0.1445,0.0885,0.0255,0.0,0.0,0.0,0.0,0.234,0.4005,0.231,0.089,0.0415,0.004,0.0,0.0,0.0,0.0,0.7625,0.2355,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.off,./reduced-normalized-psb-db/Bird/242.off,Bird,0.4422840216567961,0.5385174892539446,0.513308001827768,0.4591521260223381,0.3995992057946453,0.4107759191832607,0.1465,0.201,0.181,0.143,0.104,0.0785,0.061,0.0525,0.024,0.0085,0.221,0.515,0.243,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.1585,0.3255,0.296,0.187,0.03,0.003,0.0,0.0,0.0,0.0,0.0855,0.388,0.34,0.1305,0.0485,0.0075,0.0,0.0,0.0,0.0,0.56,0.415,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,249.off,./reduced-normalized-psb-db/Bird/249.off,Bird,0.3497187865496965,0.5143116323227923,0.3454895057785367,0.4770310069813143,0.3764947536159154,0.5921627220778952,0.202,0.217,0.1295,0.121,0.0805,0.0645,0.0585,0.052,0.052,0.023,0.489,0.365,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.373,0.2495,0.0705,0.026,0.002,0.0,0.0,0.0,0.0,0.249,0.4915,0.233,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.9105,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,396.off,./reduced-normalized-psb-db/FourLeg/396.off,FourLeg,0.440382862684424,0.544591596331081,0.4091984020971594,0.42766802126329406,0.6465166494903307,0.4913715040419734,0.144,0.2115,0.176,0.131,0.1015,0.0865,0.063,0.052,0.025,0.0095,0.197,0.544,0.255,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.3475,0.302,0.157,0.0485,0.008,0.0,0.0,0.0,0.0,0.0685,0.3665,0.3955,0.137,0.031,0.0015,0.0,0.0,0.0,0.0,0.56,0.4385,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,400.off,./reduced-normalized-psb-db/FourLeg/400.off,FourLeg,0.41789418059254824,0.5354155451743208,0.4169205571557552,0.43365265879232207,0.4579397304376004,0.5016727221923162,0.1725,0.215,0.151,0.1175,0.0855,0.0895,0.0765,0.0525,0.0295,0.0105,0.23,0.47,0.293,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.3275,0.2775,0.1555,0.0635,0.016,0.0,0.0,0.0,0.0,0.0925,0.38,0.3775,0.1225,0.027,0.0005,0.0,0.0,0.0,0.0,0.6085,0.389,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,157.off,./reduced-normalized-psb-db/Table/157.off,Table,0.6314618110224812,0.5699323554292955,0.6466468035886375,0.6269415367079193,0.40046861405083517,0.43744553322499463,0.15,0.1885,0.184,0.138,0.121,0.0795,0.057,0.0425,0.027,0.0125,0.087,0.251,0.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705,0.204,0.2815,0.2435,0.1665,0.034,0.0,0.0,0.0,0.0,0.0345,0.2105,0.2995,0.2605,0.144,0.047,0.004,0.0,0.0,0.0,0.395,0.517,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,148.off,./reduced-normalized-psb-db/Table/148.off,Table,0.6434763879284622,0.4495803068585235,0.5558073134585506,0.7323575451745482,0.3801688804962442,0.4683766638301454,0.136,0.2035,0.183,0.1305,0.115,0.0845,0.0585,0.0445,0.0315,0.013,0.098,0.232,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.222,0.256,0.2255,0.178,0.0475,0.0,0.0,0.0,0.0,0.0265,0.19,0.286,0.2635,0.1655,0.066,0.0025,0.0,0.0,0.0,0.3575,0.5535,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,80.off,./reduced-normalized-psb-db/Airplane/80.off,Airplane,0.42899687218622007,0.527597417639209,0.4903444458687342,0.5347025631380266,0.5210494545454805,0.5498073608805341,0.1725,0.1755,0.1695,0.1425,0.089,0.081,0.0615,0.0505,0.038,0.02,0.155,0.494,0.334,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.1365,0.266,0.309,0.2145,0.0685,0.0055,0.0,0.0,0.0,0.0,0.082,0.333,0.313,0.2035,0.0615,0.007,0.0,0.0,0.0,0.0,0.637,0.356,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,66.off,./reduced-normalized-psb-db/Airplane/66.off,Airplane,0.4211643705070352,0.489210768168783,0.3888890213346503,0.5906438567173277,0.394037097346078,0.8172709453973903,0.199,0.2005,0.154,0.1115,0.102,0.071,0.055,0.048,0.0395,0.0195,0.216,0.477,0.294,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.1655,0.2775,0.333,0.164,0.054,0.006,0.0,0.0,0.0,0.0,0.1255,0.391,0.2935,0.1435,0.0425,0.0035,0.0005,0.0,0.0,0.0,0.8105,0.1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,134.off,./reduced-normalized-psb-db/Octopus/134.off,Octopus,0.490592950161476,0.5476727784423738,0.7055987321645261,0.4932741215341008,0.5383417021432158,0.390525987804097,0.0955,0.1875,0.2155,0.157,0.136,0.089,0.057,0.032,0.0235,0.007,0.159,0.526,0.281,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.2805,0.3805,0.192,0.051,0.012,0.0,0.0,0.0,0.0,0.0355,0.2295,0.4065,0.247,0.0725,0.009,0.0,0.0,0.0,0.0,0.3435,0.5645,0.09,0.002,0.0,0.0,0.0,0.0,0.0,0.0
23,128.off,./reduced-normalized-psb-db/Octopus/128.off,Octopus,0.3800998139868654,0.5188900990111106,0.46392050265184787,0.5066537126441104,0.3835394157914565,0.4416325049379096,0.1375,0.2055,0.1865,0.144,0.1,0.078,0.0645,0.0455,0.027,0.0115,0.385,0.415,0.189,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.409,0.289,0.107,0.029,0.004,0.0,0.0,0.0,0.0,0.115,0.401,0.362,0.103,0.018,0.001,0.0,0.0,0.0,0.0,0.629,0.369,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,309.off,./reduced-normalized-psb-db/Bust/309.off,Bust,0.6459136165434297,0.28949369128640684,0.6399166645386568,0.38586206730260314,0.3907880984475339,0.39071443992340055,0.082,0.19,0.1965,0.182,0.163,0.1005,0.056,0.0225,0.006,0.0015,0.0,0.516,0.481,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0795,0.22,0.3305,0.31,0.0565,0.0035,0.0,0.0,0.0,0.0,0.0305,0.1745,0.301,0.368,0.1225,0.0035,0.0,0.0,0.0,0.0,0.2275,0.6135,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,306.off,./reduced-normalized-psb-db/Bust/306.off,Bust,0.5916976572251319,0.6828138540911668,0.6327945291822117,0.383989441926974,0.4789095741803877,0.4028362187601043,0.103,0.205,0.191,0.17,0.1265,0.096,0.058,0.0315,0.0125,0.0065,0.048,0.398,0.518,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.205,0.372,0.2135,0.117,0.0265,0.0,0.0,0.0,0.0,0.0245,0.164,0.33,0.308,0.159,0.0135,0.001,0.0,0.0,0.0,0.222,0.6365,0.14,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
26,355.off,./reduced-normalized-psb-db/Bearing/355.off,Bearing,0.3592712083397195,0.5226867506257983,0.2825087784063421,0.4018140031548217,0.38439177024173077,0.6707390347044321,0.314,0.174,0.087,0.0585,0.0525,0.0545,0.0645,0.0705,0.081,0.0435,0.323,0.398,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035,0.2755,0.1985,0.1475,0.0625,0.0125,0.0,0.0,0.0,0.0,0.2045,0.596,0.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,349.off,./reduced-normalized-psb-db/Bearing/349.off,Bearing,0.3716633921957955,0.527723410832617,0.2901318594560809,0.39847086647447544,0.3850887750290392,0.5179808192476393,0.227,0.2295,0.1295,0.0735,0.069,0.0725,0.064,0.0575,0.0565,0.021,0.415,0.436,0.133,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.3915,0.173,0.0895,0.0275,0.0045,0.0,0.0,0.0,0.0,0.2055,0.627,0.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,336.off,./reduced-normalized-psb-db/Mech/336.off,Mech,0.6313156041114165,0.2751545800304941,0.5511265389264968,0.38008278450203786,0.597872665748044,0.38580400012420135,0.0685,0.1735,0.206,0.2,0.174,0.0935,0.043,0.0295,0.01,0.002,0.0,0.464,0.504,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.1675,0.3105,0.3635,0.0875,0.0195,0.0,0.0,0.0,0.0,0.021,0.1175,0.2625,0.355,0.221,0.0225,0.0005,0.0,0.0,0.0,0.149,0.5735,0.275,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
29,329.off,./reduced-normalized-psb-db/Mech/329.off,Mech,0.943795711838834,-0.07560192979388047,0.7789886999875336,0.3816607176664067,1.0015105604851358,0.3850795962708306,0.074,0.19,0.221,0.2015,0.152,0.096,0.039,0.016,0.009,0.0015,0.0,0.0,0.691,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0905,0.165,0.2255,0.3075,0.1585,0.023,0.0,0.0,0.0,0.0105,0.0485,0.131,0.199,0.277,0.231,0.098,0.005,0.0,0.0,0.0795,0.3575,0.421,0.1405,0.0015,0.0,0.0,0.0,0.0,0.0
30,20.off,./reduced-normalized-psb-db/Human/20.off,Human,0.3905256233126656,0.4902651817479378,0.35012238701776477,0.4832989262973563,0.4005791435869054,0.8008550121185056,0.233,0.1925,0.1355,0.0905,0.0825,0.079,0.061,0.0545,0.047,0.0245,0.222,0.536,0.228,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.349,0.252,0.1495,0.05,0.0165,0.0,0.0,0.0,0.0,0.1475,0.4465,0.3175,0.085,0.0035,0.0,0.0,0.0,0.0,0.0,0.833,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,13.off,./reduced-normalized-psb-db/Human/13.off,Human,0.4172963233028604,0.53738398061177,0.3798161774234242,0.4237477511083871,0.3970635027234088,0.5456740933221589,0.1835,0.2235,0.166,0.0965,0.0705,0.0705,0.0735,0.065,0.0415,0.0095,0.273,0.5,0.218,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.3845,0.275,0.109,0.047,0.0075,0.0,0.0,0.0,0.0,0.1065,0.4615,0.353,0.0755,0.0035,0.0,0.0,0.0,0.0,0.0,0.6945,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,240.off,./reduced-normalized-psb-db/Fish/240.off,Fish,0.4141539329888737,0.46895401194200403,0.4117739559620783,0.40114688206858995,0.4013787425154335,0.48250032482134364,0.169,0.2115,0.172,0.1125,0.092,0.081,0.0635,0.0545,0.033,0.011,0.269,0.501,0.186,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.1535,0.3905,0.2655,0.123,0.053,0.0145,0.0,0.0,0.0,0.0,0.088,0.4385,0.3905,0.077,0.006,0.0,0.0,0.0,0.0,0.0,0.6245,0.3735,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,229.off,./reduced-normalized-psb-db/Fish/229.off,Fish,0.39015009643637416,0.5372228166485385,0.3664923619754415,0.3926144406472468,0.4175678631234281,0.47527205474576745,0.1785,0.2205,0.149,0.107,0.082,0.0755,0.0655,0.0615,0.0475,0.013,0.325,0.454,0.211,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.41,0.2505,0.124,0.0475,0.01,0.0,0.0,0.0,0.0,0.0965,0.4915,0.361,0.05,0.001,0.0,0.0,0.0,0.0,0.0,0.7075,0.292,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,281.off,./reduced-normalized-psb-db/Armadillo/281.off,Armadillo,0.49078021349667095,0.5609152613501165,0.5350127371099542,0.43663849618293915,0.48755178734015575,0.4029661596353782,0.1255,0.193,0.1925,0.1505,0.115,0.089,0.0515,0.047,0.0315,0.0045,0.168,0.546,0.261,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.331,0.3335,0.1795,0.0425,0.003,0.0,0.0,0.0,0.0,0.058,0.3235,0.378,0.184,0.0485,0.0075,0.0005,0.0,0.0,0.0,0.425,0.5425,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,300.off,./reduced-normalized-psb-db/Armadillo/300.off,Armadillo,0.48686664098016963,0.5598820357381232,0.6374063735178299,0.43520074964766087,0.6230340782955948,0.39247398760540775,0.126,0.188,0.194,0.1575,0.115,0.076,0.0635,0.046,0.024,0.01,0.154,0.495,0.287,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.257,0.299,0.249,0.07,0.0115,0.0,0.0,0.0,0.0,0.0575,0.287,0.3265,0.225,0.082,0.02,0.002,0.0,0.0,0.0,0.3815,0.517,0.098,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
36,180.off,./reduced-normalized-psb-db/Teddy/180.off,Teddy,0.4861023344847992,0.4267684424882206,0.4673335659930774,0.3937007103794686,0.48187313262302917,0.456800036535308,0.146,0.2075,0.176,0.138,0.0975,0.0785,0.07,0.0525,0.026,0.008,0.069,0.589,0.33,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.1045,0.3115,0.316,0.1725,0.0725,0.023,0.0,0.0,0.0,0.0,0.0415,0.2605,0.4155,0.245,0.0355,0.002,0.0,0.0,0.0,0.0,0.3825,0.609,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,167.off,./reduced-normalized-psb-db/Teddy/167.off,Teddy,0.5379215470226806,0.6165554278116571,0.5756058920052467,0.39467409593654407,0.569733810510709,0.40834044883486625,0.1085,0.214,0.2005,0.1645,0.126,0.079,0.0505,0.0355,0.0165,0.005,0.038,0.52,0.409,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.2315,0.3375,0.23,0.0895,0.0235,0.0,0.0,0.0,0.0,0.031,0.209,0.383,0.2785,0.087,0.0115,0.0,0.0,0.0,0.0,0.294,0.63,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
