,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
10,369.off,./reduced-normalized-psb-db/Vase/369.off,Vase,0.6466953650556597,0.7585400293469435,0.6910596481298696,0.37897235900986564,0.5467550690359693,0.3977896429965798,0.1105,0.1815,0.1875,0.1785,0.1445,0.1025,0.055,0.024,0.015,0.001,0.0,0.0,0.223,0.303,0.363,0.102,0.009,0.0,0.0,0.0,0.02154308617234469,0.057615230460921846,0.10671342685370741,0.11122244488977956,0.15030060120240482,0.18987975951903807,0.17935871743486975,0.08066132264529058,0.06913827655310621,0.03356713426853707,0.0045045045045045045,0.026526526526526525,0.07407407407407407,0.11211211211211211,0.15065065065065064,0.1871871871871872,0.19019019019019018,0.15115115115115116,0.06956956956956957,0.03403403403403404,0.0435,0.2065,0.3535,0.2685,0.117,0.011,0.0,0.0,0.0,0.0
11,365.off,./reduced-normalized-psb-db/Vase/365.off,Vase,0.7863882770999736,1.030067239175942,0.9160977011771363,0.3760773753020836,0.4473600858960552,0.3890234912844197,0.0825,0.1805,0.2265,0.1995,0.1385,0.1005,0.046,0.019,0.006,0.001,0.0,0.0,0.012,0.21,0.614,0.164,0.0,0.0,0.0,0.0,0.014507253626813406,0.0400200100050025,0.062031015507753876,0.0945472736368184,0.12506253126563283,0.13906953476738368,0.15557778889444723,0.18109054527263632,0.13156578289144572,0.05652826413206603,0.001571503404924044,0.016238868517548456,0.045049764274489264,0.0680984808800419,0.10476689366160294,0.13776846516500785,0.17024620220010478,0.17024620220010478,0.16553169198533263,0.12048192771084337,0.0295,0.1295,0.2525,0.304,0.2135,0.067,0.004,0.0,0.0,0.0
12,56.off,./reduced-normalized-psb-db/Glasses/56.off,Glasses,0.35903456335450723,0.3935336804331957,0.38672280889352884,0.8788762614057684,0.15948256246902792,0.4873044274108932,0.2045,0.1725,0.142,0.129,0.127,0.0855,0.0585,0.0395,0.0295,0.012,0.0,0.162,0.344,0.329,0.098,0.067,0.0,0.0,0.0,0.0,0.0825,0.1435,0.1335,0.117,0.127,0.1645,0.159,0.0685,0.0045,0.0,0.037,0.144,0.18,0.1835,0.1495,0.134,0.092,0.0505,0.025,0.0045,0.2615,0.43,0.2495,0.0585,0.0005,0.0,0.0,0.0,0.0,0.0
13,49.off,./reduced-normalized-psb-db/Glasses/49.off,Glasses,0.3133845364749006,0.3896752867743778,0.32785221026889716,0.5950614014779727,0.27244897388560985,0.644665177195106,0.2635,0.2285,0.11,0.0495,0.0415,0.051,0.0895,0.107,0.045,0.0145,0.06,0.397,0.208,0.094,0.099,0.142,0.0,0.0,0.0,0.0,0.117,0.1815,0.151,0.138,0.139,0.093,0.0805,0.057,0.0265,0.0165,0.065,0.2465,0.231,0.183,0.12,0.0775,0.0345,0.0285,0.014,0.0,0.4005,0.461,0.1295,0.009,0.0,0.0,0.0,0.0,0.0,0.0
14,242.off,./reduced-normalized-psb-db/Bird/242.off,Bird,0.4541358689599767,0.442535914178815,0.5498418264422484,0.4591521260249212,0.4754882403824048,0.4107880830167517,0.153,0.1955,0.162,0.152,0.106,0.082,0.0685,0.0455,0.026,0.0095,0.035,0.213,0.348,0.201,0.143,0.06,0.0,0.0,0.0,0.0,0.04652326163081541,0.128064032016008,0.18609304652326164,0.17408704352176088,0.16708354177088544,0.14657328664332167,0.09804902451225612,0.03751875937968985,0.013506753376688344,0.0025012506253126563,0.012018027040560842,0.08262393590385578,0.23034551827741612,0.23635453179769655,0.16524787180771155,0.13770655983975963,0.07661492238357537,0.0385578367551327,0.015523284927391086,0.005007511266900351,0.158,0.497,0.2605,0.068,0.015,0.0015,0.0,0.0,0.0,0.0
15,249.off,./reduced-normalized-psb-db/Bird/249.off,Bird,0.35534986303941096,0.40263901686838777,0.3750975812068796,0.47703100698582007,0.6514750388190451,0.5922160537191065,0.2255,0.189,0.1285,0.103,0.0875,0.072,0.057,0.0625,0.0515,0.0235,0.094,0.367,0.246,0.139,0.1,0.054,0.0,0.0,0.0,0.0,0.08967935871743488,0.1908817635270541,0.22144288577154309,0.18086172344689377,0.15480961923847694,0.08016032064128256,0.03657314629258517,0.022044088176352707,0.018036072144288578,0.005511022044088177,0.042,0.22,0.286,0.2245,0.142,0.0605,0.024,0.001,0.0,0.0,0.3985,0.5265,0.0725,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
16,396.off,./reduced-normalized-psb-db/FourLeg/396.off,FourLeg,0.45105300635645906,0.4530888718339611,0.4256640157433078,0.42766802126088,0.7633088824748742,0.4914019599623465,0.1495,0.207,0.1555,0.1295,0.103,0.083,0.079,0.051,0.0355,0.007,0.0,0.249,0.277,0.293,0.135,0.046,0.0,0.0,0.0,0.0,0.0335,0.1165,0.185,0.182,0.1745,0.1515,0.0805,0.0465,0.024,0.006,0.0135,0.088,0.1945,0.2475,0.219,0.145,0.059,0.0205,0.0115,0.0015,0.1385,0.5185,0.3075,0.0355,0.0,0.0,0.0,0.0,0.0,0.0
17,400.off,./reduced-normalized-psb-db/FourLeg/400.off,FourLeg,0.4220324832769065,0.43574541222358665,0.4319185240075477,0.43365265879325765,0.5251456134356818,0.5017055160927945,0.1795,0.204,0.156,0.11,0.0795,0.082,0.0735,0.0585,0.0465,0.0105,0.035,0.26,0.206,0.259,0.159,0.081,0.0,0.0,0.0,0.0,0.045591182364729456,0.1437875751503006,0.18336673346693386,0.16983967935871744,0.16132264529058116,0.13627254509018036,0.06663326653306613,0.052104208416833664,0.03356713426853707,0.00751503006012024,0.017,0.0945,0.2185,0.2475,0.2235,0.102,0.0585,0.023,0.014,0.0015,0.155,0.541,0.276,0.028,0.0,0.0,0.0,0.0,0.0,0.0
18,157.off,./reduced-normalized-psb-db/Table/157.off,Table,0.7540768493110084,0.5290070028045663,0.829370247223108,0.626941536716797,0.6781943073738183,0.43746375003124627,0.1495,0.183,0.171,0.148,0.1245,0.0865,0.055,0.041,0.0295,0.012,0.017,0.07,0.127,0.186,0.281,0.319,0.0,0.0,0.0,0.0,0.018013381369016986,0.0602161605764282,0.08234688625836335,0.12815234173957799,0.13021101389603706,0.1405043746783325,0.13587236232629954,0.1312403499742666,0.10138960370560988,0.07205352547606794,0.005753138075313808,0.04131799163179916,0.09152719665271966,0.13964435146443516,0.16265690376569036,0.1448744769874477,0.14644351464435146,0.11349372384937238,0.09675732217573221,0.05753138075313807,0.098,0.313,0.3425,0.1525,0.0745,0.0195,0.0,0.0,0.0,0.0
19,148.off,./reduced-normalized-psb-db/Table/148.off,Table,0.782468855027892,0.5175635299090087,0.7114929295933178,0.7323575451854069,0.6821545179003771,0.46840190080912203,0.139,0.1855,0.172,0.152,0.132,0.0845,0.057,0.0385,0.024,0.0155,0.017,0.071,0.103,0.151,0.302,0.356,0.0,0.0,0.0,0.0,0.014018691588785047,0.0628245067497404,0.08411214953271028,0.12461059190031153,0.13032191069574248,0.13187954309449637,0.13862928348909656,0.122533748701973,0.11163032191069575,0.0794392523364486,0.002135611318739989,0.03416978109983983,0.08542445274959957,0.12600106780565937,0.13187399893219434,0.1585691404164442,0.15323011211959423,0.12653497063534436,0.10678056593699947,0.07528029898558462,0.0825,0.29,0.3495,0.1955,0.07,0.0125,0.0,0.0,0.0,0.0
20,80.off,./reduced-normalized-psb-db/Airplane/80.off,Airplane,0.43525142516706683,0.4219192980141345,0.5179317859289609,0.5347025631388521,0.5990961126390428,0.5498510794857706,0.169,0.1905,0.16,0.145,0.1015,0.0805,0.059,0.043,0.0345,0.017,0.068,0.118,0.262,0.315,0.185,0.052,0.0,0.0,0.0,0.0,0.05658487731597396,0.09664496745117676,0.14171256885327993,0.16725087631447172,0.17976965448172258,0.1542313470205308,0.10565848773159739,0.06509764646970456,0.02503755633450175,0.00801201802704056,0.016516516516516516,0.0990990990990991,0.1976976976976977,0.1971971971971972,0.17567567567567569,0.13213213213213212,0.09059059059059059,0.053553553553553554,0.02702702702702703,0.010510510510510511,0.2085,0.5385,0.2115,0.0385,0.003,0.0,0.0,0.0,0.0,0.0
21,66.off,./reduced-normalized-psb-db/Airplane/66.off,Airplane,0.4061377390128036,0.40920235140231953,0.3745451439309008,0.5906438567241888,0.29470559444093797,0.8173753679103142,0.1895,0.183,0.1705,0.1275,0.0925,0.0675,0.056,0.0515,0.043,0.019,0.092,0.204,0.293,0.273,0.121,0.017,0.0,0.0,0.0,0.0,0.0695,0.142,0.178,0.184,0.188,0.132,0.067,0.0265,0.012,0.001,0.0225,0.1555,0.2365,0.218,0.1655,0.11,0.0615,0.0235,0.005,0.002,0.349,0.568,0.0815,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
22,134.off,./reduced-normalized-psb-db/Octopus/134.off,Octopus,0.47327804431824994,0.44218401484833914,0.6635798007842443,0.4932741215315161,0.41986863262994945,0.39053355568508563,0.102,0.1875,0.214,0.1775,0.1195,0.074,0.058,0.039,0.0235,0.005,0.037,0.204,0.356,0.221,0.152,0.03,0.0,0.0,0.0,0.0,0.0275,0.088,0.182,0.219,0.2155,0.14,0.083,0.024,0.0125,0.0085,0.0065,0.075,0.1635,0.198,0.212,0.182,0.1045,0.0415,0.013,0.004,0.0975,0.377,0.3695,0.1385,0.0175,0.0,0.0,0.0,0.0,0.0
23,128.off,./reduced-normalized-psb-db/Octopus/128.off,Octopus,0.37304844178454954,0.40549329381296,0.4775552597347374,0.5066537126306012,0.39664515978720194,0.4416516720252162,0.133,0.2255,0.178,0.127,0.1125,0.073,0.064,0.052,0.025,0.01,0.084,0.351,0.229,0.197,0.102,0.037,0.0,0.0,0.0,0.0,0.0605,0.1435,0.241,0.209,0.164,0.099,0.051,0.0215,0.0085,0.002,0.0235,0.1325,0.234,0.261,0.1945,0.1,0.037,0.0115,0.005,0.001,0.193,0.5265,0.2585,0.022,0.0,0.0,0.0,0.0,0.0,0.0
24,309.off,./reduced-normalized-psb-db/Bust/309.off,Bust,0.6283727978915943,0.6825830048492109,0.5972381587771025,0.38586206730126904,0.2463256606409039,0.39072205057588577,0.085,0.174,0.212,0.2065,0.1495,0.0835,0.0515,0.0285,0.0075,0.002,0.0,0.009,0.263,0.638,0.088,0.002,0.0,0.0,0.0,0.0,0.025,0.0825,0.1085,0.1725,0.249,0.2335,0.0975,0.029,0.0025,0.0,0.0045,0.0415,0.088,0.156,0.2075,0.236,0.192,0.068,0.0065,0.0,0.0685,0.294,0.3905,0.219,0.028,0.0,0.0,0.0,0.0,0.0
25,306.off,./reduced-normalized-psb-db/Bust/306.off,Bust,0.5798864579195818,0.6347387074288384,0.5996702856641399,0.38398944192469797,0.3665952997316453,0.402846580588361,0.1095,0.2005,0.192,0.1585,0.147,0.0915,0.055,0.026,0.0175,0.0025,0.0,0.126,0.202,0.321,0.323,0.028,0.0,0.0,0.0,0.0,0.027,0.0675,0.136,0.1905,0.2025,0.1455,0.1015,0.0755,0.042,0.012,0.0055055055055055055,0.032532532532532535,0.0920920920920921,0.15015015015015015,0.2097097097097097,0.22272272272272273,0.15515515515515516,0.1011011011011011,0.024524524524524523,0.0065065065065065065,0.0565,0.2895,0.3815,0.237,0.035,0.0005,0.0,0.0,0.0,0.0
26,355.off,./reduced-normalized-psb-db/Bearing/355.off,Bearing,0.37152620130896424,0.42312833029347313,0.28023694122187015,0.4018140031531027,0.694198044242767,0.6708102001258303,0.3365,0.1785,0.077,0.053,0.053,0.0515,0.0515,0.07,0.0795,0.0495,0.115,0.228,0.19,0.181,0.171,0.115,0.0,0.0,0.0,0.0,0.06997971602434078,0.22210953346855983,0.16227180527383367,0.1262677484787018,0.11713995943204868,0.09482758620689655,0.07910750507099391,0.05730223123732252,0.04259634888438134,0.028397565922920892,0.0345,0.173,0.316,0.297,0.1595,0.02,0.0,0.0,0.0,0.0,0.334,0.6375,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,349.off,./reduced-normalized-psb-db/Bearing/349.off,Bearing,0.36103340177967924,0.41915973966070175,0.281153012170517,0.3984708664728476,0.371388010718422,0.5179946532308057,0.2465,0.205,0.1185,0.088,0.0865,0.0665,0.056,0.0575,0.0555,0.02,0.163,0.315,0.301,0.09,0.109,0.022,0.0,0.0,0.0,0.0,0.09304652326163082,0.3001500750375188,0.2046023011505753,0.17008504252126064,0.08504252126063032,0.07703851925962982,0.03751875937968985,0.0240120060030015,0.0080040020010005,0.0005002501250625312,0.039,0.2435,0.3915,0.26,0.0645,0.0015,0.0,0.0,0.0,0.0,0.399,0.593,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,336.off,./reduced-normalized-psb-db/Mech/336.off,Mech,0.5563856879836853,0.6281974069898962,0.45549673853382744,0.3800827844994239,0.2572843448963894,0.3858104962963892,0.0825,0.1695,0.229,0.1845,0.154,0.0875,0.06,0.0205,0.0105,0.002,0.0,0.0,0.432,0.504,0.042,0.022,0.0,0.0,0.0,0.0,0.0245,0.064,0.1165,0.189,0.2375,0.2465,0.094,0.022,0.0055,0.0005,0.006,0.0325,0.0915,0.144,0.2165,0.2395,0.1945,0.063,0.0105,0.002,0.056,0.29,0.408,0.2155,0.0305,0.0,0.0,0.0,0.0,0.0
29,329.off,./reduced-normalized-psb-db/Mech/329.off,Mech,0.7952782642037499,0.9554804064163587,0.590208307328736,0.3816607176642751,0.5937816195819351,0.38508592803127195,0.0655,0.1785,0.231,0.2095,0.1405,0.093,0.0535,0.022,0.0045,0.002,0.0,0.0,0.0,0.443,0.482,0.075,0.0,0.0,0.0,0.0,0.01001001001001001,0.02952952952952953,0.07507507507507508,0.11511511511511512,0.13013013013013014,0.16116116116116116,0.2182182182182182,0.15715715715715717,0.08658658658658659,0.01701701701701702,0.0035371399696816574,0.017685699848408287,0.0449722081859525,0.06872157655381506,0.12076806467913087,0.14098029307731177,0.18342597271349168,0.19151086407276402,0.15613946437594745,0.07225871652349672,0.025,0.1415,0.267,0.3175,0.202,0.0465,0.0005,0.0,0.0,0.0
30,20.off,./reduced-normalized-psb-db/Human/20.off,Human,0.4053594617029198,0.41807253916663073,0.37451299960649975,0.48329892631372245,0.6100680911380867,0.800955708852894,0.2255,0.2115,0.1285,0.1005,0.071,0.0755,0.048,0.0645,0.053,0.022,0.056,0.206,0.335,0.156,0.137,0.11,0.0,0.0,0.0,0.0,0.05128205128205128,0.15384615384615385,0.18501759678230267,0.16088486676721972,0.1533433886375063,0.11714429361488185,0.07692307692307693,0.05128205128205128,0.03117144293614882,0.019105077928607342,0.0255,0.1435,0.2525,0.2215,0.1835,0.1165,0.041,0.0145,0.0015,0.0,0.264,0.6,0.134,0.002,0.0,0.0,0.0,0.0,0.0,0.0
31,13.off,./reduced-normalized-psb-db/Human/13.off,Human,0.45002407683180573,0.4545933934761503,0.4264856408273735,0.4237477511045662,0.6684480916017814,0.5457168738324687,0.192,0.209,0.1405,0.1085,0.0795,0.076,0.073,0.0665,0.0435,0.0115,0.0,0.282,0.329,0.174,0.117,0.097,0.001,0.0,0.0,0.0,0.0412682435832914,0.12883744338198289,0.20684448917966783,0.18621036738802216,0.1545042778057373,0.1217916456970307,0.0770005032712632,0.04479114242576749,0.02868646200301963,0.010065425264217413,0.0185,0.1085,0.2055,0.268,0.212,0.121,0.044,0.02,0.0025,0.0,0.1685,0.5525,0.265,0.014,0.0,0.0,0.0,0.0,0.0,0.0
32,240.off,./reduced-normalized-psb-db/Fish/240.off,Fish,0.4133635610483303,0.44760128911250713,0.4191470926137292,0.4011468820679369,0.42456051810877693,0.4825287673281721,0.168,0.209,0.1615,0.1115,0.0875,0.084,0.072,0.0655,0.034,0.007,0.017,0.307,0.33,0.155,0.121,0.07,0.0,0.0,0.0,0.0,0.043043043043043044,0.15015015015015015,0.22972972972972974,0.20770770770770772,0.15465465465465467,0.0890890890890891,0.05655655655655656,0.04054054054054054,0.021521521521521522,0.007007007007007007,0.017,0.0995,0.2305,0.305,0.2085,0.106,0.0305,0.003,0.0,0.0,0.185,0.568,0.2355,0.0115,0.0,0.0,0.0,0.0,0.0,0.0
33,229.off,./reduced-normalized-psb-db/Fish/229.off,Fish,0.3990910231293521,0.44563188990156216,0.3869919592731378,0.39261444064494166,0.5770340061594174,0.4752988567100613,0.174,0.229,0.148,0.1055,0.09,0.0695,0.0635,0.07,0.043,0.0075,0.0,0.368,0.283,0.152,0.108,0.089,0.0,0.0,0.0,0.0,0.045067601402103155,0.14371557336004007,0.25237856785177765,0.19679519278918378,0.14071106659989985,0.0871306960440661,0.05508262393590386,0.03755633450175263,0.02704056084126189,0.014521782674011016,0.0185,0.126,0.245,0.291,0.21,0.083,0.0235,0.003,0.0,0.0,0.188,0.578,0.226,0.008,0.0,0.0,0.0,0.0,0.0,0.0
34,281.off,./reduced-normalized-psb-db/Armadillo/281.off,Armadillo,0.46864362758773825,0.4581157621794453,0.49676235939575136,0.4366384961841806,0.33681232522723437,0.4029765509550839,0.116,0.1975,0.1975,0.1535,0.112,0.087,0.0625,0.0445,0.0195,0.01,0.002,0.294,0.357,0.213,0.113,0.021,0.0,0.0,0.0,0.0,0.036,0.12,0.2125,0.216,0.193,0.1255,0.0665,0.022,0.0075,0.001,0.01,0.076,0.21,0.26,0.203,0.1385,0.0665,0.023,0.0105,0.0025,0.1285,0.4665,0.3315,0.0685,0.0045,0.0005,0.0,0.0,0.0,0.0
35,300.off,./reduced-normalized-psb-db/Armadillo/300.off,Armadillo,0.4910353172113477,0.4711765506427464,0.6545899547911178,0.4352007496468597,0.641799076248296,0.39248199760734426,0.131,0.1905,0.202,0.156,0.1165,0.0895,0.0545,0.0315,0.018,0.0105,0.028,0.179,0.286,0.261,0.155,0.091,0.0,0.0,0.0,0.0,0.03707414829659319,0.10521042084168336,0.13927855711422846,0.1843687374749499,0.1653306613226453,0.17084168336673347,0.11723446893787576,0.05260521042084168,0.020541082164328657,0.00751503006012024,0.008028098344204716,0.05569493226292022,0.1625689914701455,0.2012042147516307,0.19518314099347717,0.1620672353236327,0.09934771700953336,0.06623181133968892,0.0386352232814852,0.011038635223281485,0.092,0.399,0.3505,0.1215,0.027,0.0095,0.0005,0.0,0.0,0.0
36,180.off,./reduced-normalized-psb-db/Teddy/180.off,Teddy,0.5069064847161006,0.5275488081816514,0.49575711205298767,0.3937007103777764,0.5708087068822015,0.45682264606764955,0.132,0.2075,0.17,0.151,0.1045,0.079,0.0705,0.048,0.033,0.0045,0.0,0.166,0.358,0.198,0.181,0.097,0.0,0.0,0.0,0.0,0.020613373554550025,0.10155857214680744,0.16591251885369532,0.20211161387631976,0.167420814479638,0.14982403217697335,0.07692307692307693,0.053293112116641526,0.03619909502262444,0.026143790849673203,0.005,0.054,0.1165,0.1925,0.255,0.2015,0.126,0.0415,0.007,0.001,0.0785,0.3955,0.4205,0.104,0.0015,0.0,0.0,0.0,0.0,0.0
37,167.off,./reduced-normalized-psb-db/Teddy/167.off,Teddy,0.5442526473647797,0.5588704942181655,0.5787931855596453,0.3946740959342696,0.5600760584817875,0.40835205991086054,0.1245,0.1905,0.189,0.155,0.1245,0.0895,0.065,0.039,0.017,0.006,0.0,0.106,0.344,0.3,0.179,0.071,0.0,0.0,0.0,0.0,0.02252252252252252,0.07907907907907907,0.15015015015015015,0.1806806806806807,0.1996996996996997,0.16166166166166165,0.10260260260260261,0.053553553553553554,0.04004004004004004,0.01001001001001001,0.004506760140210316,0.04406609914872309,0.12518778167250877,0.18377566349524285,0.2243365047571357,0.19679519278918378,0.13019529293940912,0.06209313970956434,0.02303455182774161,0.006009013520280421,0.0575,0.334,0.406,0.1765,0.025,0.001,0.0,0.0,0.0,0.0
