,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
10,86.off,./normalized-psb-db/Ant/86.off,Ant,0.7142733564375657,-0.019373055347442276,0.14876830058855403,970.9505524261912,1.0031814106753552,8.571987883274778,0.1785,0.216,0.137,0.1075,0.0985,0.0835,0.07,0.053,0.042,0.014,0.095,0.234,0.279,0.226,0.148,0.018,0.0,0.0,0.0,0.0,0.1,0.2645,0.2745,0.179,0.1105,0.058,0.013,0.0005,0.0,0.0,0.054,0.2725,0.3775,0.226,0.0625,0.0075,0.0,0.0,0.0,0.0,0.1325,0.488,0.305,0.0675,0.007,0.0,0.0,0.0,0.0,0.0
11,90.off,./normalized-psb-db/Ant/90.off,Ant,0.8311429075806429,-0.02178406121270288,0.2817538864059648,1209.8998207175498,1.0170084058086704,6.517120030119002,0.154,0.2185,0.1645,0.12,0.0985,0.0765,0.073,0.0495,0.031,0.0145,0.065,0.185,0.258,0.296,0.162,0.034,0.0,0.0,0.0,0.0,0.0785,0.219,0.261,0.2365,0.13,0.0615,0.0135,0.0,0.0,0.0,0.0425,0.2165,0.3295,0.2515,0.112,0.0445,0.0035,0.0,0.0,0.0,0.112,0.3925,0.3425,0.1165,0.0305,0.0055,0.0005,0.0,0.0,0.0
12,84.off,./normalized-psb-db/Ant/84.off,Ant,0.7384985582826732,-0.01733166419313327,0.24725257297990602,1340.8136535351618,1.030872863041157,6.314398531619497,0.1625,0.2135,0.153,0.1155,0.0995,0.084,0.0685,0.0535,0.042,0.008,0.089,0.219,0.253,0.259,0.147,0.033,0.0,0.0,0.0,0.0,0.092,0.2435,0.2625,0.191,0.122,0.0675,0.0215,0.0,0.0,0.0,0.041,0.218,0.3685,0.2415,0.1025,0.0245,0.004,0.0,0.0,0.0,0.1085,0.4375,0.314,0.12,0.0195,0.0005,0.0,0.0,0.0,0.0
13,85.off,./normalized-psb-db/Ant/85.off,Ant,0.8281663886839465,0.021271057021058692,0.17597519967009081,1255.3784180148048,1.0523297410471308,21.165506864847444,0.177,0.2225,0.1655,0.12,0.087,0.077,0.06,0.0435,0.0345,0.013,0.068,0.201,0.27,0.271,0.152,0.038,0.0,0.0,0.0,0.0,0.09,0.2525,0.256,0.2005,0.126,0.0575,0.017,0.0005,0.0,0.0,0.0425,0.2555,0.365,0.2275,0.0905,0.0165,0.002,0.0005,0.0,0.0,0.119,0.4755,0.3395,0.062,0.004,0.0,0.0,0.0,0.0,0.0
14,91.off,./normalized-psb-db/Ant/91.off,Ant,0.9095292394175263,0.026076526990856712,0.314493326895392,1106.4976533407066,1.0246469924051127,6.911205639035271,0.1625,0.217,0.148,0.12,0.1065,0.081,0.0675,0.0515,0.0365,0.0095,0.064,0.189,0.216,0.291,0.198,0.042,0.0,0.0,0.0,0.0,0.07,0.217,0.267,0.1995,0.1395,0.0775,0.029,0.0005,0.0,0.0,0.034,0.22,0.3105,0.2505,0.134,0.043,0.008,0.0,0.0,0.0,0.094,0.37,0.3655,0.138,0.0315,0.001,0.0,0.0,0.0,0.0
15,88.off,./normalized-psb-db/Ant/88.off,Ant,0.8673290973809881,0.02356423788110457,0.37326165793215604,1175.0191720957657,1.027402429467056,7.055805899395957,0.1665,0.206,0.1585,0.128,0.102,0.0735,0.0665,0.0535,0.035,0.0105,0.065,0.179,0.226,0.276,0.211,0.043,0.0,0.0,0.0,0.0,0.0735,0.214,0.2495,0.2255,0.154,0.0625,0.021,0.0,0.0,0.0,0.034,0.212,0.31,0.2435,0.1345,0.053,0.0115,0.0015,0.0,0.0,0.0945,0.3925,0.339,0.1335,0.0325,0.007,0.001,0.0,0.0,0.0
16,89.off,./normalized-psb-db/Ant/89.off,Ant,0.7673924544660664,-0.016851208760157534,0.1685376704538226,1591.4406832515065,1.0099781216341042,13.42802449787109,0.159,0.217,0.1605,0.1175,0.1,0.082,0.075,0.047,0.031,0.011,0.065,0.308,0.264,0.229,0.11,0.024,0.0,0.0,0.0,0.0,0.0965,0.285,0.2825,0.1845,0.1,0.04,0.01,0.0015,0.0,0.0,0.047,0.2695,0.368,0.2275,0.0755,0.012,0.0005,0.0,0.0,0.0,0.1395,0.4685,0.3245,0.063,0.0045,0.0,0.0,0.0,0.0,0.0
17,99.off,./normalized-psb-db/Ant/99.off,Ant,0.6941734236767911,0.014320447746327677,0.2551777856354473,1631.1381839241994,1.010844794965211,10.62614764707434,0.1545,0.211,0.1665,0.116,0.103,0.0685,0.0645,0.064,0.0415,0.0105,0.069,0.257,0.252,0.266,0.124,0.032,0.0,0.0,0.0,0.0,0.1015,0.2395,0.277,0.202,0.1235,0.0475,0.009,0.0,0.0,0.0,0.0615,0.2565,0.3355,0.216,0.101,0.0295,0.0,0.0,0.0,0.0,0.136,0.48,0.2835,0.0905,0.0095,0.0005,0.0,0.0,0.0,0.0
18,98.off,./normalized-psb-db/Ant/98.off,Ant,0.6270676818379397,0.016474672096740237,0.16204942511818157,908.4681303149518,1.0043792480823377,12.41715874092489,0.205,0.2105,0.142,0.105,0.0785,0.073,0.0635,0.054,0.0495,0.019,0.102,0.212,0.321,0.238,0.118,0.009,0.0,0.0,0.0,0.0,0.1045,0.306,0.251,0.1835,0.0975,0.0455,0.012,0.0,0.0,0.0,0.0555,0.318,0.405,0.1775,0.041,0.003,0.0,0.0,0.0,0.0,0.156,0.517,0.2815,0.0445,0.001,0.0,0.0,0.0,0.0,0.0
19,100.off,./normalized-psb-db/Ant/100.off,Ant,0.8065908684179872,-0.018081580246685925,0.2246231377209959,1605.0447175358008,1.007035445230086,5.781866582114123,0.146,0.2185,0.1625,0.1355,0.1075,0.081,0.061,0.05,0.0295,0.0085,0.075,0.212,0.297,0.255,0.119,0.042,0.0,0.0,0.0,0.0,0.0785,0.2395,0.3085,0.1985,0.113,0.0495,0.0125,0.0,0.0,0.0,0.0365,0.2205,0.364,0.251,0.094,0.0305,0.0035,0.0,0.0,0.0,0.1125,0.411,0.327,0.13,0.0185,0.001,0.0,0.0,0.0,0.0
20,194.off,./normalized-psb-db/Hand/194.off,Hand,0.9073617543986778,0.02307130454015051,0.15641695001648684,1403.4505181203606,1.0013044311568615,11.320083625623191,0.1685,0.205,0.165,0.124,0.1025,0.074,0.065,0.0485,0.036,0.0115,0.031,0.272,0.342,0.21,0.101,0.044,0.0,0.0,0.0,0.0,0.093,0.2735,0.3105,0.1735,0.1015,0.0365,0.0115,0.0,0.0,0.0,0.0485,0.246,0.356,0.2445,0.094,0.011,0.0,0.0,0.0,0.0,0.116,0.457,0.344,0.0795,0.0035,0.0,0.0,0.0,0.0,0.0
21,181.off,./normalized-psb-db/Hand/181.off,Hand,0.7678499533814185,0.02338259997862467,0.11053925833677457,828.0250713886136,1.0007561390553936,21.846798938848952,0.1745,0.211,0.1405,0.109,0.0895,0.076,0.079,0.054,0.0435,0.023,0.051,0.261,0.351,0.178,0.152,0.007,0.0,0.0,0.0,0.0,0.106,0.267,0.274,0.189,0.106,0.0435,0.0145,0.0,0.0,0.0,0.057,0.307,0.367,0.2075,0.052,0.009,0.0005,0.0,0.0,0.0,0.168,0.508,0.291,0.033,0.0,0.0,0.0,0.0,0.0,0.0
22,195.off,./normalized-psb-db/Hand/195.off,Hand,0.9192011987366481,0.02441842458948658,0.11856251424364159,1302.5561811162127,1.006465071886295,7.747941045406309,0.1565,0.2075,0.1695,0.1265,0.1065,0.081,0.068,0.0425,0.0335,0.0085,0.045,0.438,0.272,0.15,0.068,0.027,0.0,0.0,0.0,0.0,0.1045,0.3225,0.3035,0.1475,0.073,0.037,0.012,0.0,0.0,0.0,0.043,0.3105,0.3985,0.205,0.039,0.004,0.0,0.0,0.0,0.0,0.14,0.4805,0.322,0.0555,0.002,0.0,0.0,0.0,0.0,0.0
23,183.off,./normalized-psb-db/Hand/183.off,Hand,1.47183890038827,-0.06698318526001591,0.24606462860305484,710.6393300028842,1.0041809988135755,13.850735742612908,0.1415,0.1975,0.177,0.142,0.109,0.082,0.0635,0.0455,0.0325,0.0095,0.026,0.132,0.221,0.289,0.287,0.045,0.0,0.0,0.0,0.0,0.0605,0.181,0.2235,0.2365,0.1575,0.105,0.035,0.001,0.0,0.0,0.0205,0.135,0.297,0.2775,0.172,0.0765,0.0185,0.003,0.0,0.0,0.07,0.3235,0.3805,0.193,0.032,0.001,0.0,0.0,0.0,0.0
24,197.off,./normalized-psb-db/Hand/197.off,Hand,0.9003203853100082,-0.023002788168176087,0.17055185923421848,1379.2096620230081,0.9999134844942763,5.6326754877642236,0.1285,0.204,0.182,0.156,0.0945,0.0805,0.0675,0.051,0.03,0.006,0.041,0.32,0.375,0.186,0.05,0.028,0.0,0.0,0.0,0.0,0.0925,0.266,0.337,0.1945,0.075,0.028,0.007,0.0,0.0,0.0,0.0495,0.2755,0.371,0.236,0.0615,0.0065,0.0,0.0,0.0,0.0,0.115,0.451,0.3365,0.091,0.006,0.0005,0.0,0.0,0.0,0.0
25,196.off,./normalized-psb-db/Hand/196.off,Hand,0.9107151949261105,-0.023708629278009714,0.2067644555737241,1343.8006794765413,1.0038010530526142,6.537060700672119,0.135,0.1925,0.1845,0.1545,0.1175,0.076,0.0635,0.0405,0.0285,0.0075,0.058,0.324,0.332,0.191,0.054,0.032,0.009,0.0,0.0,0.0,0.1005,0.27,0.315,0.2035,0.0695,0.035,0.006,0.0005,0.0,0.0,0.038,0.3115,0.35,0.203,0.0765,0.02,0.001,0.0,0.0,0.0,0.1365,0.442,0.323,0.0895,0.0085,0.0005,0.0,0.0,0.0,0.0
26,182.off,./normalized-psb-db/Hand/182.off,Hand,1.065318072501709,-0.04240892167217886,0.17558577776668918,672.2385662054756,1.0019036093233087,10.194781808323238,0.147,0.219,0.173,0.13,0.097,0.0855,0.067,0.049,0.0255,0.007,0.032,0.188,0.358,0.271,0.145,0.006,0.0,0.0,0.0,0.0,0.0745,0.253,0.274,0.208,0.1285,0.049,0.013,0.0,0.0,0.0,0.033,0.191,0.3435,0.2915,0.1285,0.0125,0.0,0.0,0.0,0.0,0.0935,0.3615,0.407,0.1285,0.0095,0.0,0.0,0.0,0.0,0.0
27,186.off,./normalized-psb-db/Hand/186.off,Hand,0.9375788366222229,-0.03571675122074121,0.15664064672792877,646.0698726472074,1.0038521492642458,15.358837031608623,0.1615,0.192,0.164,0.1275,0.094,0.084,0.08,0.0555,0.035,0.0065,0.017,0.213,0.317,0.225,0.224,0.004,0.0,0.0,0.0,0.0,0.094,0.2325,0.265,0.2015,0.107,0.077,0.023,0.0,0.0,0.0,0.0445,0.2135,0.3475,0.257,0.1155,0.0215,0.0005,0.0,0.0,0.0,0.114,0.436,0.353,0.0895,0.0075,0.0,0.0,0.0,0.0,0.0
28,192.off,./normalized-psb-db/Hand/192.off,Hand,0.8805063455813719,0.02209151918227048,0.07890525604175516,1398.769989079798,1.0018059597620825,55.83171855950893,0.1935,0.192,0.157,0.114,0.0995,0.073,0.0645,0.0495,0.042,0.015,0.068,0.176,0.304,0.281,0.151,0.02,0.0,0.0,0.0,0.0,0.087,0.2445,0.266,0.221,0.118,0.053,0.0105,0.0,0.0,0.0,0.061,0.295,0.3325,0.201,0.0875,0.0225,0.0005,0.0,0.0,0.0,0.169,0.5565,0.262,0.0125,0.0,0.0,0.0,0.0,0.0,0.0
29,193.off,./normalized-psb-db/Hand/193.off,Hand,0.9050559693269062,-0.02365374711938361,0.16470920595723548,1325.0321392371359,1.008543070224049,6.334933925226735,0.144,0.203,0.158,0.139,0.1115,0.085,0.0615,0.0545,0.031,0.0125,0.043,0.345,0.306,0.218,0.049,0.036,0.003,0.0,0.0,0.0,0.102,0.279,0.302,0.185,0.077,0.047,0.008,0.0,0.0,0.0,0.033,0.2845,0.377,0.2305,0.0685,0.0065,0.0,0.0,0.0,0.0,0.1355,0.447,0.326,0.0885,0.003,0.0,0.0,0.0,0.0,0.0
30,187.off,./normalized-psb-db/Hand/187.off,Hand,0.8026646998779132,0.025901310094085854,0.11457465959171946,770.8307450324494,0.9971975355278997,20.71838366131718,0.1695,0.211,0.161,0.1075,0.0975,0.081,0.0645,0.055,0.036,0.017,0.036,0.253,0.313,0.221,0.169,0.008,0.0,0.0,0.0,0.0,0.0845,0.274,0.292,0.201,0.1005,0.036,0.012,0.0,0.0,0.0,0.0465,0.2785,0.384,0.223,0.062,0.006,0.0,0.0,0.0,0.0,0.15,0.4995,0.315,0.0355,0.0,0.0,0.0,0.0,0.0,0.0
31,191.off,./normalized-psb-db/Hand/191.off,Hand,1.365674329912822,0.060928783724473565,0.2676264267042761,686.1142213300151,1.0221259426914449,4.402559033546191,0.113,0.2065,0.196,0.157,0.1095,0.095,0.0635,0.0345,0.0155,0.0095,0.014,0.121,0.419,0.29,0.126,0.03,0.0,0.0,0.0,0.0,0.06,0.202,0.2955,0.2385,0.1425,0.055,0.0065,0.0,0.0,0.0,0.0195,0.162,0.307,0.304,0.16,0.044,0.0035,0.0,0.0,0.0,0.0695,0.2815,0.3735,0.2255,0.0485,0.0015,0.0,0.0,0.0,0.0
32,185.off,./normalized-psb-db/Hand/185.off,Hand,0.8956232450001806,-0.029959903341905448,0.11301779855964095,800.3782059351205,1.0004239991764732,50.40510204818822,0.201,0.184,0.1515,0.1205,0.076,0.0825,0.07,0.0545,0.039,0.021,0.003,0.145,0.293,0.274,0.267,0.018,0.0,0.0,0.0,0.0,0.1335,0.2245,0.2235,0.1805,0.1405,0.063,0.0345,0.0,0.0,0.0,0.0695,0.264,0.3215,0.212,0.103,0.027,0.003,0.0,0.0,0.0,0.181,0.5325,0.258,0.0265,0.002,0.0,0.0,0.0,0.0,0.0
33,184.off,./normalized-psb-db/Hand/184.off,Hand,1.0591159299208126,-0.03709699736191101,0.167456317003145,863.2825896467856,1.00557389568114,12.175697156239348,0.1395,0.218,0.165,0.1265,0.101,0.092,0.0665,0.054,0.03,0.0075,0.027,0.228,0.352,0.224,0.159,0.01,0.0,0.0,0.0,0.0,0.099,0.2575,0.265,0.202,0.117,0.044,0.015,0.0005,0.0,0.0,0.0475,0.2455,0.345,0.2595,0.093,0.0095,0.0,0.0,0.0,0.0,0.109,0.4365,0.3555,0.094,0.005,0.0,0.0,0.0,0.0,0.0
34,190.off,./normalized-psb-db/Hand/190.off,Hand,0.8905559820997041,-0.022411214348144706,0.1989004158355871,1406.2187912015784,1.0055716983741034,15.449602423274827,0.149,0.2145,0.1565,0.136,0.097,0.09,0.064,0.0465,0.034,0.0125,0.054,0.265,0.335,0.245,0.064,0.034,0.003,0.0,0.0,0.0,0.083,0.2655,0.295,0.198,0.1105,0.04,0.008,0.0,0.0,0.0,0.0415,0.298,0.3395,0.209,0.086,0.0235,0.0025,0.0,0.0,0.0,0.1455,0.473,0.311,0.0675,0.003,0.0,0.0,0.0,0.0,0.0
35,189.off,./normalized-psb-db/Hand/189.off,Hand,1.6136683540884469,-0.056503946206884176,0.47105450208190314,1316.0890829224222,1.1039208678849093,2.088844968036831,0.1025,0.197,0.1935,0.178,0.1175,0.0795,0.0605,0.0415,0.026,0.004,0.02,0.148,0.294,0.284,0.194,0.047,0.013,0.0,0.0,0.0,0.0595,0.1725,0.249,0.2655,0.1725,0.065,0.0135,0.0025,0.0,0.0,0.021,0.148,0.243,0.289,0.189,0.083,0.0205,0.0055,0.001,0.0,0.0535,0.2575,0.336,0.236,0.094,0.02,0.0025,0.0,0.0005,0.0
36,200.off,./normalized-psb-db/Hand/200.off,Hand,0.874398011337425,0.029961911987425406,0.14512141323271188,744.7121436948011,1.022001633450744,23.980947351399113,0.1565,0.1995,0.171,0.1305,0.099,0.08,0.0615,0.0545,0.0365,0.011,0.021,0.236,0.325,0.253,0.155,0.01,0.0,0.0,0.0,0.0,0.098,0.2265,0.2865,0.2075,0.133,0.042,0.006,0.0005,0.0,0.0,0.0535,0.27,0.338,0.2275,0.0835,0.0255,0.002,0.0,0.0,0.0,0.1495,0.4965,0.3015,0.051,0.0015,0.0,0.0,0.0,0.0,0.0
37,188.off,./normalized-psb-db/Hand/188.off,Hand,1.0474342724134176,0.03034573617748195,0.2664926578693531,1247.9149414317703,1.022169848601453,5.2340736598843085,0.137,0.2065,0.179,0.1465,0.12,0.0875,0.051,0.038,0.023,0.0115,0.01,0.17,0.301,0.307,0.176,0.036,0.0,0.0,0.0,0.0,0.083,0.1975,0.2615,0.231,0.147,0.065,0.0145,0.0005,0.0,0.0,0.028,0.1775,0.309,0.281,0.1525,0.0435,0.008,0.0005,0.0,0.0,0.0945,0.335,0.337,0.18,0.0495,0.004,0.0,0.0,0.0,0.0
38,198.off,./normalized-psb-db/Hand/198.off,Hand,0.636572463087484,-0.01923875607245741,0.0769780521108405,696.9306543360938,1.0022698451308076,25.71417809207212,0.229,0.197,0.1345,0.09,0.0795,0.0735,0.066,0.0665,0.0475,0.0165,0.074,0.281,0.283,0.193,0.167,0.002,0.0,0.0,0.0,0.0,0.1325,0.317,0.2275,0.1415,0.107,0.062,0.012,0.0005,0.0,0.0,0.054,0.351,0.4155,0.1635,0.016,0.0,0.0,0.0,0.0,0.0,0.2025,0.554,0.236,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
39,199.off,./normalized-psb-db/Hand/199.off,Hand,1.023711673504737,-0.041620141130509956,0.12027238936870271,619.3353510366559,1.0177262287817077,12.866194955699319,0.1665,0.2195,0.155,0.113,0.0915,0.078,0.0655,0.065,0.035,0.011,0.024,0.247,0.311,0.223,0.155,0.04,0.0,0.0,0.0,0.0,0.0775,0.262,0.2825,0.178,0.113,0.0615,0.024,0.0015,0.0,0.0,0.038,0.2405,0.36,0.264,0.092,0.0055,0.0,0.0,0.0,0.0,0.097,0.405,0.3995,0.096,0.0025,0.0,0.0,0.0,0.0,0.0
40,35.off,./normalized-psb-db/Cup/35.off,Cup,2.652331903968119,-0.0984552661305358,0.40223969441555857,1924.8890723292059,1.1583242769108935,3.4700565513653525,0.0945,0.1915,0.1925,0.1765,0.1395,0.0895,0.0635,0.03,0.0195,0.003,0.007,0.105,0.19,0.216,0.201,0.222,0.059,0.0,0.0,0.0,0.034,0.113,0.188,0.2605,0.2005,0.088,0.0765,0.0365,0.003,0.0,0.007,0.074,0.1645,0.263,0.246,0.139,0.084,0.0225,0.0,0.0,0.031,0.175,0.2695,0.272,0.169,0.074,0.0095,0.0,0.0,0.0
41,21.off,./normalized-psb-db/Cup/21.off,Cup,3.055896672619036,0.08068500072554416,0.4491876703033209,4383.59459000308,1.0219653930525228,1.8680986924029563,0.0785,0.1855,0.1945,0.2025,0.158,0.0885,0.0525,0.0255,0.0125,0.002,0.0,0.0,0.099,0.548,0.276,0.074,0.003,0.0,0.0,0.0,0.04,0.1145,0.1785,0.2335,0.2685,0.132,0.033,0.0,0.0,0.0,0.0135,0.0625,0.1565,0.2335,0.264,0.203,0.0645,0.0025,0.0,0.0,0.022,0.1435,0.2465,0.295,0.205,0.08,0.008,0.0,0.0,0.0
42,34.off,./normalized-psb-db/Cup/34.off,Cup,3.908152564838365,-0.18084860598483712,0.5882934406857745,1825.0896262208728,1.1355325526172888,1.6805600313169236,0.0875,0.1895,0.2095,0.1915,0.1395,0.0955,0.048,0.0215,0.013,0.0045,0.0,0.003,0.134,0.345,0.297,0.221,0.0,0.0,0.0,0.0,0.019,0.0945,0.1475,0.2355,0.2525,0.1605,0.08,0.0105,0.0,0.0,0.007,0.047,0.1305,0.215,0.2485,0.22,0.104,0.027,0.001,0.0,0.0175,0.1045,0.216,0.275,0.233,0.1175,0.035,0.0015,0.0,0.0
43,22.off,./normalized-psb-db/Cup/22.off,Cup,3.641952818378498,0.1384895822345428,0.5365581444578712,2518.6553037969234,1.0669937552660236,1.72659636058488,0.0705,0.1495,0.222,0.194,0.1595,0.103,0.063,0.0285,0.0085,0.0015,0.0,0.0,0.052,0.305,0.506,0.137,0.0,0.0,0.0,0.0,0.025,0.0875,0.1335,0.201,0.2515,0.224,0.072,0.0055,0.0,0.0,0.0085,0.0455,0.1255,0.165,0.2405,0.258,0.1365,0.02,0.0005,0.0,0.0205,0.106,0.206,0.277,0.2205,0.134,0.035,0.001,0.0,0.0
44,36.off,./normalized-psb-db/Cup/36.off,Cup,4.035681885878901,0.08104680418097346,0.542170295713204,10006.425986714563,1.1444145255217533,1.6837502882394557,0.082,0.167,0.228,0.207,0.153,0.0775,0.0535,0.019,0.0085,0.0045,0.0,0.0,0.047,0.443,0.366,0.13,0.014,0.0,0.0,0.0,0.03,0.0775,0.152,0.204,0.279,0.178,0.0705,0.009,0.0,0.0,0.004,0.053,0.1015,0.203,0.2545,0.2335,0.1295,0.02,0.001,0.0,0.0175,0.0985,0.2075,0.2615,0.246,0.1375,0.0315,0.0,0.0,0.0
