,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
10,86.off,./normalized-psb-db/Ant/86.off,Ant,0.4201197293745864,0.4674905822435576,0.41636677492590946,0.4545206173432149,0.4113481064378752,0.44422271879434233,0.164,0.2005,0.1535,0.12,0.1065,0.0835,0.0655,0.0565,0.037,0.013,0.283,0.456,0.252,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.1495,0.362,0.2715,0.153,0.0545,0.0095,0.0,0.0,0.0,0.0,0.0905,0.421,0.369,0.1075,0.012,0.0,0.0,0.0,0.0,0.0,0.5935,0.4005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,90.off,./normalized-psb-db/Ant/90.off,Ant,0.4392561023913073,0.4642440895552075,0.5352845699347892,0.47197510823761,0.44710998923529216,0.4326927836278208,0.1755,0.2005,0.1475,0.138,0.097,0.073,0.064,0.057,0.0365,0.011,0.181,0.436,0.369,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.307,0.301,0.1835,0.0665,0.014,0.0,0.0,0.0,0.0,0.064,0.338,0.366,0.169,0.0585,0.0045,0.0,0.0,0.0,0.0,0.4985,0.4675,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,84.off,./normalized-psb-db/Ant/84.off,Ant,0.42408639557959127,0.47023937748790695,0.5044329547592141,0.4815379510920989,0.4811061056724082,0.43155530623190475,0.1825,0.2085,0.1435,0.1195,0.0855,0.0865,0.0615,0.0545,0.0445,0.0135,0.239,0.424,0.31,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.3115,0.3035,0.1575,0.0785,0.017,0.0,0.0,0.0,0.0,0.089,0.3565,0.364,0.155,0.0325,0.003,0.0,0.0,0.0,0.0,0.538,0.442,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,85.off,./normalized-psb-db/Ant/85.off,Ant,0.4387687232977676,0.5222191150646734,0.4406956104754077,0.4752971764242633,0.49002400104738336,0.5148853928699018,0.175,0.22,0.1465,0.124,0.0925,0.0775,0.068,0.0465,0.034,0.016,0.211,0.483,0.29,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.1345,0.344,0.2805,0.167,0.0605,0.0135,0.0,0.0,0.0,0.0,0.077,0.3845,0.365,0.141,0.0295,0.003,0.0,0.0,0.0,0.0,0.614,0.383,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,91.off,./normalized-psb-db/Ant/91.off,Ant,0.45209118279310206,0.5286898264577164,0.5645606907180795,0.46442190582838927,0.479427123534896,0.4349040117191483,0.1665,0.2215,0.145,0.11,0.103,0.08,0.0745,0.0575,0.033,0.009,0.178,0.414,0.376,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.284,0.283,0.2025,0.089,0.0145,0.0,0.0,0.0,0.0,0.0615,0.307,0.3835,0.195,0.047,0.006,0.0,0.0,0.0,0.0,0.4915,0.472,0.035,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
15,88.off,./normalized-psb-db/Ant/88.off,Ant,0.44518127639343474,0.5253069528018075,0.6171122533576519,0.46942718679757794,0.45593301422323945,0.43571536882148465,0.169,0.205,0.163,0.137,0.099,0.0705,0.0615,0.049,0.037,0.009,0.183,0.381,0.411,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.291,0.2895,0.203,0.0855,0.019,0.0,0.0,0.0,0.0,0.0605,0.305,0.352,0.204,0.0655,0.0125,0.0005,0.0,0.0,0.0,0.476,0.4825,0.041,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
16,89.off,./normalized-psb-db/Ant/89.off,Ant,0.4288175198960944,0.47088632533349634,0.43404485528809666,0.49984546565095983,0.4061632378265277,0.4714701095433696,0.166,0.2145,0.1635,0.124,0.0955,0.081,0.0605,0.053,0.031,0.011,0.258,0.518,0.206,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.387,0.2905,0.1345,0.039,0.004,0.0,0.0,0.0,0.0,0.0805,0.401,0.3645,0.135,0.0185,0.0005,0.0,0.0,0.0,0.0,0.61,0.387,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,99.off,./normalized-psb-db/Ant/99.off,Ant,0.41682854011990794,0.5128599083886858,0.5115198041209745,0.5027452429508714,0.4233715399968053,0.4557486808467988,0.176,0.2105,0.135,0.1175,0.1035,0.0725,0.0705,0.057,0.042,0.0155,0.262,0.447,0.267,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.3275,0.31,0.152,0.052,0.0065,0.0,0.0,0.0,0.0,0.0895,0.407,0.333,0.1445,0.025,0.001,0.0,0.0,0.0,0.0,0.603,0.3825,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,98.off,./normalized-psb-db/Ant/98.off,Ant,0.40584055826465204,0.5157606369615397,0.4282429646241683,0.44995647334897354,0.3948466556011053,0.4657981065375575,0.186,0.213,0.147,0.1015,0.083,0.0725,0.0665,0.0685,0.0435,0.0185,0.247,0.487,0.261,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.3545,0.254,0.134,0.0585,0.008,0.0,0.0,0.0,0.0,0.1045,0.4465,0.3535,0.0865,0.009,0.0,0.0,0.0,0.0,0.0,0.684,0.315,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,100.off,./normalized-psb-db/Ant/100.off,Ant,0.43523591941685125,0.4692295927255327,0.4841973590986393,0.5008391974762975,0.42068626971436607,0.42856725089663406,0.1535,0.212,0.1675,0.127,0.106,0.0925,0.0625,0.0445,0.025,0.0095,0.226,0.497,0.245,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.1305,0.355,0.283,0.1575,0.065,0.009,0.0,0.0,0.0,0.0,0.0895,0.355,0.371,0.1495,0.031,0.004,0.0,0.0,0.0,0.0,0.488,0.4915,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,194.off,./normalized-psb-db/Hand/194.off,Hand,0.45173627596387966,0.5246432030738166,0.42320631711519996,0.4861133766222692,0.3856418972389766,0.45964237981634437,0.151,0.208,0.1795,0.1455,0.0915,0.0735,0.066,0.049,0.026,0.01,0.19,0.535,0.253,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.1475,0.366,0.2865,0.146,0.048,0.006,0.0,0.0,0.0,0.0,0.0775,0.3655,0.408,0.137,0.012,0.0,0.0,0.0,0.0,0.0,0.566,0.431,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,181.off,./normalized-psb-db/Hand/181.off,Hand,0.4288924313663045,0.5250623718446125,0.38218176621282435,0.4440803614462788,0.38192555221486046,0.5187081464502054,0.183,0.211,0.155,0.1085,0.091,0.069,0.068,0.0595,0.042,0.013,0.229,0.515,0.255,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.1715,0.3615,0.2745,0.1375,0.0465,0.0085,0.0,0.0,0.0,0.0,0.095,0.4405,0.3605,0.0935,0.01,0.0005,0.0,0.0,0.0,0.0,0.689,0.3105,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,195.off,./normalized-psb-db/Hand/195.off,Hand,0.4536748820502907,0.526457141170573,0.3893562873864693,0.47874336331723744,0.39249398770827304,0.4395989632568712,0.147,0.207,0.17,0.136,0.104,0.0765,0.0695,0.0395,0.04,0.0105,0.318,0.475,0.182,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.1685,0.4435,0.2615,0.0875,0.035,0.004,0.0,0.0,0.0,0.0,0.09,0.448,0.3745,0.0825,0.005,0.0,0.0,0.0,0.0,0.0,0.6185,0.379,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,183.off,./normalized-psb-db/Hand/183.off,Hand,0.544164501446208,0.4033820950433984,0.5033706762797833,0.43550570303112635,0.4141369652931933,0.47384195707533994,0.142,0.218,0.1975,0.1275,0.1045,0.079,0.0655,0.0385,0.02,0.0075,0.098,0.391,0.488,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.2505,0.281,0.2355,0.1245,0.0295,0.0,0.0,0.0,0.0,0.039,0.2245,0.3515,0.2545,0.1145,0.016,0.0,0.0,0.0,0.0,0.376,0.5865,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,197.off,./normalized-psb-db/Hand/197.off,Hand,0.4505833129883975,0.462603036662285,0.43584597446220896,0.4843426584901356,0.38105051144722146,0.4277301344647258,0.135,0.211,0.175,0.155,0.12,0.0805,0.0515,0.045,0.0225,0.0045,0.26,0.557,0.166,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.414,0.302,0.1035,0.0315,0.006,0.0,0.0,0.0,0.0,0.087,0.404,0.3765,0.1215,0.011,0.0,0.0,0.0,0.0,0.0,0.5605,0.4365,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,196.off,./normalized-psb-db/Hand/196.off,Hand,0.4522853726977567,0.4616526001514373,0.46822784563848235,0.48175614392218347,0.3944156251977909,0.4328046714255209,0.1235,0.196,0.1955,0.1535,0.1205,0.079,0.053,0.041,0.0255,0.0125,0.252,0.577,0.142,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.391,0.301,0.118,0.023,0.008,0.0,0.0,0.0,0.0,0.081,0.424,0.337,0.131,0.0245,0.0025,0.0,0.0,0.0,0.0,0.5735,0.4165,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,182.off,./normalized-psb-db/Hand/182.off,Hand,0.47760024989038924,0.43647208798328596,0.4403473833063048,0.43270064827271454,0.38301033212795077,0.4533282720861021,0.1565,0.1935,0.1755,0.12,0.1015,0.089,0.0815,0.055,0.0225,0.005,0.142,0.594,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155,0.323,0.327,0.164,0.061,0.0095,0.0,0.0,0.0,0.0,0.053,0.3315,0.412,0.182,0.0215,0.0,0.0,0.0,0.0,0.0,0.462,0.5325,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,186.off,./normalized-psb-db/Hand/186.off,Hand,0.4566840604915944,0.4454832989275764,0.42340635022038126,0.4307891076904933,0.38967194734249927,0.48230396598747716,0.157,0.2095,0.1725,0.121,0.102,0.0875,0.0575,0.046,0.034,0.013,0.146,0.522,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.3135,0.285,0.1835,0.0745,0.0075,0.0,0.0,0.0,0.0,0.075,0.344,0.379,0.165,0.0365,0.0005,0.0,0.0,0.0,0.0,0.517,0.4775,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,192.off,./normalized-psb-db/Hand/192.off,Hand,0.44733893623237553,0.5233238923055011,0.35389414558757426,0.48577147872861326,0.3897855406917585,0.7093987153176284,0.176,0.1975,0.1665,0.125,0.0925,0.0665,0.063,0.051,0.0415,0.0205,0.204,0.505,0.276,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.325,0.29,0.1795,0.056,0.0075,0.0,0.0,0.0,0.0,0.0815,0.4065,0.3355,0.14,0.0345,0.002,0.0,0.0,0.0,0.0,0.727,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,193.off,./normalized-psb-db/Hand/193.off,Hand,0.45135872370327595,0.4617265006463584,0.43062138233495256,0.4803851612150494,0.41141318769733837,0.43167053104139635,0.1475,0.209,0.1805,0.1405,0.102,0.0805,0.0625,0.043,0.0255,0.009,0.265,0.541,0.143,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.1445,0.396,0.293,0.106,0.05,0.0105,0.0,0.0,0.0,0.0,0.078,0.3925,0.391,0.1295,0.009,0.0,0.0,0.0,0.0,0.0,0.5415,0.453,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,187.off,./normalized-psb-db/Hand/187.off,Hand,0.434593043449805,0.5284538915798971,0.3857902852584372,0.4399024961791734,0.3812383643450288,0.5123765689860524,0.1765,0.1975,0.154,0.1105,0.097,0.078,0.073,0.0575,0.0395,0.0165,0.201,0.54,0.257,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.1635,0.3445,0.298,0.1385,0.0495,0.006,0.0,0.0,0.0,0.0,0.0845,0.418,0.3765,0.112,0.009,0.0,0.0,0.0,0.0,0.0,0.651,0.3485,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,191.off,./normalized-psb-db/Hand/191.off,Hand,0.5267809759521216,0.575619449603182,0.5226515740617758,0.43371422114429886,0.42258191280410085,0.42082790815239945,0.1075,0.202,0.2,0.152,0.119,0.085,0.067,0.038,0.0205,0.009,0.096,0.589,0.31,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0865,0.278,0.353,0.211,0.0685,0.003,0.0,0.0,0.0,0.0,0.037,0.276,0.377,0.2395,0.067,0.0035,0.0,0.0,0.0,0.0,0.356,0.586,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,185.off,./normalized-psb-db/Hand/185.off,Hand,0.4498141970963488,0.453235069595527,0.3843981157241824,0.4420608450662238,0.38137521059806445,0.6789497808749522,0.195,0.19,0.154,0.1155,0.0935,0.0785,0.0615,0.05,0.0435,0.0185,0.121,0.455,0.423,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.29,0.2395,0.1805,0.0805,0.028,0.0,0.0,0.0,0.0,0.1115,0.397,0.2915,0.1625,0.0355,0.002,0.0,0.0,0.0,0.0,0.724,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,184.off,./normalized-psb-db/Hand/184.off,Hand,0.47658470295990074,0.4436247555411849,0.4330778920853599,0.4466558120253777,0.38915024219854766,0.4644432571673878,0.1345,0.208,0.1675,0.137,0.0945,0.0895,0.081,0.0505,0.0325,0.005,0.181,0.533,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.3375,0.2975,0.1455,0.0455,0.015,0.0,0.0,0.0,0.0,0.09,0.347,0.383,0.1625,0.0175,0.0,0.0,0.0,0.0,0.0,0.544,0.4505,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,190.off,./normalized-psb-db/Hand/190.off,Hand,0.44898447684767084,0.46339960879386866,0.46119569805817645,0.4863155902454154,0.4062892268367825,0.48281325376462925,0.1455,0.2115,0.1705,0.1275,0.104,0.0855,0.059,0.047,0.0355,0.014,0.237,0.546,0.184,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.1465,0.3725,0.2985,0.1335,0.0425,0.0065,0.0,0.0,0.0,0.0,0.0855,0.4065,0.3325,0.147,0.0265,0.002,0.0,0.0,0.0,0.0,0.6025,0.3925,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,189.off,./normalized-psb-db/Hand/189.off,Hand,0.5673878415225432,0.41749270898078406,0.7045601472211416,0.4797318991392564,0.6171365023142071,0.4078455778637522,0.102,0.216,0.1995,0.1675,0.1205,0.083,0.051,0.033,0.02,0.0075,0.096,0.515,0.342,0.045,0.002,0.0,0.0,0.0,0.0,0.0,0.078,0.2485,0.326,0.2475,0.0855,0.0135,0.001,0.0,0.0,0.0,0.0365,0.2125,0.3505,0.252,0.118,0.0295,0.001,0.0,0.0,0.0,0.314,0.5655,0.115,0.0055,0.0,0.0,0.0,0.0,0.0,0.0
36,200.off,./normalized-psb-db/Hand/200.off,Hand,0.44633874960155784,0.5339216154651737,0.41310567109772495,0.4379946146757806,0.41571886886737136,0.5306829275995861,0.1795,0.1995,0.154,0.1175,0.0915,0.081,0.0715,0.052,0.0425,0.011,0.171,0.534,0.293,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.1365,0.326,0.3265,0.1665,0.0375,0.007,0.0,0.0,0.0,0.0,0.088,0.389,0.3635,0.1305,0.0275,0.0015,0.0,0.0,0.0,0.0,0.657,0.342,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,188.off,./normalized-psb-db/Hand/188.off,Hand,0.47467193309530686,0.5344384464047349,0.5216377402009846,0.4747519929843196,0.42705278638394284,0.42549356571133645,0.141,0.1925,0.184,0.1565,0.112,0.081,0.0615,0.0435,0.021,0.007,0.08,0.529,0.364,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.2735,0.299,0.218,0.08,0.0075,0.0,0.0,0.0,0.0,0.06,0.2765,0.3495,0.246,0.061,0.007,0.0,0.0,0.0,0.0,0.4105,0.533,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,198.off,./normalized-psb-db/Hand/198.off,Hand,0.4073968835662778,0.4676714202998109,0.35217080962910824,0.43450432748262097,0.38518031908393396,0.5404081457141678,0.233,0.2185,0.1235,0.084,0.079,0.0635,0.0575,0.066,0.053,0.022,0.282,0.443,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.3615,0.193,0.1625,0.072,0.009,0.0,0.0,0.0,0.0,0.1245,0.5045,0.3315,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.754,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,199.off,./normalized-psb-db/Hand/199.off,Hand,0.4707875637518599,0.43753420496032785,0.39088528452073,0.42883623515251007,0.4131815667668013,0.4683176643941944,0.1675,0.209,0.163,0.1055,0.1015,0.08,0.074,0.0575,0.0305,0.0115,0.151,0.54,0.308,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.3585,0.264,0.1455,0.081,0.015,0.0,0.0,0.0,0.0,0.0605,0.341,0.441,0.149,0.0085,0.0,0.0,0.0,0.0,0.0,0.525,0.4735,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,35.off,./normalized-psb-db/Cup/35.off,Cup,0.7374599683935944,0.36100398144961116,0.6430248677294415,0.5242028194630263,0.6579426004145685,0.41559560421341213,0.11,0.1855,0.189,0.164,0.1415,0.0905,0.063,0.0375,0.0125,0.0065,0.088,0.319,0.375,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.155,0.2815,0.2705,0.1165,0.091,0.023,0.0,0.0,0.0,0.0165,0.1225,0.286,0.297,0.176,0.094,0.008,0.0,0.0,0.0,0.1945,0.5625,0.236,0.007,0.0,0.0,0.0,0.0,0.0,0.0
41,21.off,./normalized-psb-db/Cup/21.off,Cup,0.8035401909475144,0.6022217963529692,0.6850064835443174,0.7038035078313611,0.47463637961060484,0.40660696281490566,0.0855,0.17,0.223,0.1945,0.1465,0.0915,0.0535,0.024,0.008,0.0035,0.0,0.337,0.606,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.1745,0.268,0.3175,0.162,0.0255,0.0,0.0,0.0,0.0,0.014,0.112,0.2575,0.315,0.2455,0.054,0.002,0.0,0.0,0.0,0.1745,0.548,0.272,0.0055,0.0,0.0,0.0,0.0,0.0,0.0
42,34.off,./normalized-psb-db/Cup/34.off,Cup,0.9430896843756679,0.2500588447082107,0.8093970435077505,0.516912784486858,0.6533637150612885,0.40555467684906243,0.0805,0.1705,0.224,0.1975,0.136,0.0955,0.046,0.033,0.0145,0.0025,0.0,0.315,0.521,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.1325,0.2305,0.3275,0.2005,0.0575,0.004,0.0,0.0,0.0,0.0095,0.0885,0.1795,0.3125,0.275,0.121,0.013,0.001,0.0,0.0,0.1175,0.4795,0.3735,0.0295,0.0,0.0,0.0,0.0,0.0,0.0
43,22.off,./normalized-psb-db/Cup/22.off,Cup,0.8995017900492761,0.6800574225229687,0.7631345308170856,0.5675755711548871,0.4997172413876831,0.4058129882976303,0.0795,0.1645,0.226,0.1805,0.15,0.1025,0.0525,0.0275,0.0125,0.0045,0.0,0.219,0.678,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.1445,0.215,0.2915,0.2465,0.061,0.0,0.0,0.0,0.0,0.0155,0.098,0.2025,0.26,0.2815,0.1335,0.009,0.0,0.0,0.0,0.1295,0.4755,0.36,0.035,0.0,0.0,0.0,0.0,0.0,0.0
44,36.off,./normalized-psb-db/Cup/36.off,Cup,0.9639715020445694,0.6027089757039593,0.7681530044241185,1.114533618521424,0.6892506046919076,0.4055725774918823,0.079,0.1675,0.219,0.2075,0.145,0.081,0.0605,0.025,0.013,0.0025,0.0,0.209,0.683,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.1275,0.2235,0.3395,0.192,0.0625,0.0055,0.0,0.0,0.0,0.006,0.078,0.199,0.2825,0.2945,0.1295,0.0105,0.0,0.0,0.0,0.1265,0.4685,0.3745,0.0305,0.0,0.0,0.0,0.0,0.0,0.0
